,bike_name,price,kms_driven,owner,age,power,city_code,brand_code
16625,Hero Passion 100cc,15000,35000,1,19,100,388,5
16626,Hero Passion Pro,39000,22000,0,4,100,1,5
16627,TVS Apache RTR,30000,6639,0,9,180,19,0
16628,Bajaj Avenger Street,60000,20373,0,6,220,1,6
16629,Hero Super Splendor,15600,84186,0,16,125,18,5
16630,Bajaj Pulsar 150cc,22000,60857,0,13,150,10,6
16631,Bajaj Platina 100cc,23000,20000,0,6,100,17,6
16632,Suzuki Slingshot Plus,32000,22697,0,7,125,17,7
16633,Yamaha SZ-RR 150cc,20000,52000,0,10,150,211,3
16634,Bajaj Avenger Street,55005,6600,0,5,220,85,6
16635,Royal Enfield Classic,87000,16336,0,7,350,104,1
16636,Royal Enfield Thunderbird,70000,13858,1,11,350,3,1
16637,Suzuki Zeus 125cc,35000,11885,0,12,125,0,7
16638,KTM RC 390cc,196700,13216,0,4,390,3,9
16639,Bajaj Pulsar 150cc,25000,32588,0,9,150,1,6
16640,Yamaha Fazer 25,123000,14500,0,4,250,387,3
16641,Royal Enfield Classic,95500,18000,0,8,350,1,1
16642,Hero Passion Pro,32000,12000,0,6,100,1,5
16643,Bajaj Avenger 220cc,41000,20245,1,11,220,1,6
16644,Hero Passion 100cc,15000,35000,1,19,100,388,5
16645,Hero Passion Pro,39000,22000,0,4,100,1,5
16646,TVS Apache RTR,30000,6639,0,9,180,19,0
16647,Bajaj Avenger Street,60000,20373,0,6,220,1,6
16648,Hero Super Splendor,15600,84186,0,16,125,18,5
16649,Bajaj Pulsar 150cc,22000,60857,0,13,150,10,6
16650,Bajaj Platina 100cc,23000,20000,0,6,100,17,6
16651,Suzuki Slingshot Plus,32000,22697,0,7,125,17,7
16652,Yamaha SZ-RR 150cc,20000,52000,0,10,150,211,3
16653,Bajaj Avenger Street,55005,6600,0,5,220,85,6
16654,Royal Enfield Classic,87000,16336,0,7,350,104,1
16655,Royal Enfield Thunderbird,70000,13858,1,11,350,3,1
16656,Suzuki Zeus 125cc,35000,11885,0,12,125,0,7
16657,KTM RC 390cc,196700,13216,0,4,390,3,9
16658,Bajaj Pulsar 150cc,25000,32588,0,9,150,1,6
16659,Yamaha Fazer 25,123000,14500,0,4,250,387,3
16660,Royal Enfield Classic,95500,18000,0,8,350,1,1
16661,Hero Passion Pro,32000,12000,0,6,100,1,5
16662,Bajaj Avenger 220cc,41000,20245,1,11,220,1,6
16663,Hero Passion 100cc,15000,35000,1,19,100,388,5
16664,Hero Passion Pro,39000,22000,0,4,100,1,5
16665,TVS Apache RTR,30000,6639,0,9,180,19,0
16666,Bajaj Avenger Street,60000,20373,0,6,220,1,6
16667,Hero Super Splendor,15600,84186,0,16,125,18,5
16668,Bajaj Pulsar 150cc,22000,60857,0,13,150,10,6
16669,Bajaj Platina 100cc,23000,20000,0,6,100,17,6
16670,Suzuki Slingshot Plus,32000,22697,0,7,125,17,7
16671,Yamaha SZ-RR 150cc,20000,52000,0,10,150,211,3
16672,Bajaj Avenger Street,55005,6600,0,5,220,85,6
16673,Royal Enfield Classic,87000,16336,0,7,350,104,1
16674,Royal Enfield Thunderbird,70000,13858,1,11,350,3,1
16675,Suzuki Zeus 125cc,35000,11885,0,12,125,0,7
16676,KTM RC 390cc,196700,13216,0,4,390,3,9
16677,Bajaj Pulsar 150cc,25000,32588,0,9,150,1,6
16678,Yamaha Fazer 25,123000,14500,0,4,250,387,3
16679,Royal Enfield Classic,95500,18000,0,8,350,1,1
16680,Hero Passion Pro,32000,12000,0,6,100,1,5
16681,Bajaj Avenger 220cc,41000,20245,1,11,220,1,6
16682,Hero Passion 100cc,15000,35000,1,19,100,388,5
16683,Hero Passion Pro,39000,22000,0,4,100,1,5
16684,TVS Apache RTR,30000,6639,0,9,180,19,0
16685,Bajaj Avenger Street,60000,20373,0,6,220,1,6
16686,Hero Super Splendor,15600,84186,0,16,125,18,5
16687,Bajaj Pulsar 150cc,22000,60857,0,13,150,10,6
16688,Yamaha FZ 150cc,45000,18742,0,6,150,30,3
16689,Honda CB Trigger,43000,42837,0,8,150,2,4
16690,Yamaha YZF-R15 2.0,55000,27000,0,9,150,209,3
16691,Hero CBZ Xtreme,11900,34968,0,14,150,11,5
16692,Royal Enfield Bullet,105000,20000,0,4,350,1,1
16693,Hero Passion 100cc,18000,3869,0,16,100,7,5
16694,Bajaj Pulsar NS200,48000,41939,0,8,200,14,6
16695,Bajaj Avenger 220cc,50000,29134,0,7,220,2,6
16696,Hero Hunk Rear,25000,48587,0,8,150,1,5
16697,Bajaj Avenger Street,70000,8000,0,5,220,3,6
16698,Honda CB Hornet,87000,140,0,3,160,10,4
16699,Bajaj Pulsar 150cc,10000,64955,0,15,150,38,6
16700,Yamaha Fazer 150cc,25000,65000,0,12,150,1,3
16701,Hero CD Deluxe,18000,22824,0,8,100,30,5
16702,Bajaj Pulsar 150cc,14227,36000,0,15,150,41,6
16703,Bajaj Avenger 220cc,35000,60000,0,9,220,2,6
16704,Harley-Davidson Street 750,450000,3430,0,4,750,184,14
16705,Bajaj Dominar 400,139000,21300,0,4,400,7,6
16706,Bajaj Avenger Street,80000,7127,0,5,220,7,6
16707,Yamaha FZ 150cc,45000,18742,0,6,150,30,3
16708,Honda CB Trigger,43000,42837,0,8,150,2,4
16709,Yamaha YZF-R15 2.0,55000,27000,0,9,150,209,3
16710,Hero CBZ Xtreme,11900,34968,0,14,150,11,5
16711,Royal Enfield Bullet,105000,20000,0,4,350,1,1
16712,Hero Passion 100cc,18000,3869,0,16,100,7,5
16713,Bajaj Pulsar NS200,48000,41939,0,8,200,14,6
16714,Bajaj Avenger 220cc,50000,29134,0,7,220,2,6
16715,Hero Hunk Rear,25000,48587,0,8,150,1,5
16716,Bajaj Avenger Street,70000,8000,0,5,220,3,6
16717,Honda CB Hornet,87000,140,0,3,160,10,4
16718,Bajaj Pulsar 150cc,10000,64955,0,15,150,38,6
16719,Yamaha Fazer 150cc,25000,65000,0,12,150,1,3
16720,Hero CD Deluxe,18000,22824,0,8,100,30,5
16721,Bajaj Pulsar 150cc,14227,36000,0,15,150,41,6
16722,Bajaj Avenger 220cc,35000,60000,0,9,220,2,6
16723,Harley-Davidson Street 750,450000,3430,0,4,750,184,14
16724,Bajaj Dominar 400,139000,21300,0,4,400,7,6
16725,Bajaj Avenger Street,80000,7127,0,5,220,7,6
16726,Bajaj Platina 100cc,23000,20000,0,6,100,17,6
16727,Suzuki Slingshot Plus,32000,22697,0,7,125,17,7
16728,Yamaha SZ-RR 150cc,20000,52000,0,10,150,211,3
16729,Bajaj Avenger Street,55005,6600,0,5,220,85,6
16730,Royal Enfield Classic,87000,16336,0,7,350,104,1
16731,Royal Enfield Thunderbird,70000,13858,1,11,350,3,1
16732,Suzuki Zeus 125cc,35000,11885,0,12,125,0,7
16733,KTM RC 390cc,196700,13216,0,4,390,3,9
16734,Bajaj Pulsar 150cc,25000,32588,0,9,150,1,6
16735,Yamaha Fazer 25,123000,14500,0,4,250,387,3
16736,Royal Enfield Classic,95500,18000,0,8,350,1,1
16737,Hero Passion Pro,32000,12000,0,6,100,1,5
16738,Bajaj Avenger 220cc,41000,20245,1,11,220,1,6
16739,Hero Passion 100cc,15000,35000,1,19,100,388,5
16740,Hero Passion Pro,39000,22000,0,4,100,1,5
16741,TVS Apache RTR,30000,6639,0,9,180,19,0
16742,Bajaj Avenger Street,60000,20373,0,6,220,1,6
16743,Hero Super Splendor,15600,84186,0,16,125,18,5
16744,Bajaj Pulsar 150cc,22000,60857,0,13,150,10,6
16745,Yamaha FZ 150cc,45000,18742,0,6,150,30,3
16746,Honda CB Trigger,43000,42837,0,8,150,2,4
16747,Yamaha YZF-R15 2.0,55000,27000,0,9,150,209,3
16748,Hero CBZ Xtreme,11900,34968,0,14,150,11,5
16749,Royal Enfield Bullet,105000,20000,0,4,350,1,1
16750,Hero Passion 100cc,18000,3869,0,16,100,7,5
16751,Bajaj Pulsar NS200,48000,41939,0,8,200,14,6
16752,Bajaj Avenger 220cc,50000,29134,0,7,220,2,6
16753,Hero Hunk Rear,25000,48587,0,8,150,1,5
16754,Bajaj Avenger Street,70000,8000,0,5,220,3,6
16755,Honda CB Hornet,87000,140,0,3,160,10,4
16756,Bajaj Pulsar 150cc,10000,64955,0,15,150,38,6
16757,Yamaha Fazer 150cc,25000,65000,0,12,150,1,3
16758,Hero CD Deluxe,18000,22824,0,8,100,30,5
16759,Bajaj Pulsar 150cc,14227,36000,0,15,150,41,6
16760,Bajaj Avenger 220cc,35000,60000,0,9,220,2,6
16761,Harley-Davidson Street 750,450000,3430,0,4,750,184,14
16762,Bajaj Dominar 400,139000,21300,0,4,400,7,6
16763,Bajaj Avenger Street,80000,7127,0,5,220,7,6
16764,Yamaha FZ 150cc,45000,18742,0,6,150,30,3
16765,Honda CB Trigger,43000,42837,0,8,150,2,4
16766,Yamaha YZF-R15 2.0,55000,27000,0,9,150,209,3
16767,Hero CBZ Xtreme,11900,34968,0,14,150,11,5
16768,Royal Enfield Bullet,105000,20000,0,4,350,1,1
16769,Hero Passion 100cc,18000,3869,0,16,100,7,5
16770,Bajaj Pulsar NS200,48000,41939,0,8,200,14,6
16771,Bajaj Avenger 220cc,50000,29134,0,7,220,2,6
16772,Hero Hunk Rear,25000,48587,0,8,150,1,5
16773,Bajaj Avenger Street,70000,8000,0,5,220,3,6
16774,Honda CB Hornet,87000,140,0,3,160,10,4
16775,Bajaj Pulsar 150cc,10000,64955,0,15,150,38,6
16776,Yamaha Fazer 150cc,25000,65000,0,12,150,1,3
16777,Hero CD Deluxe,18000,22824,0,8,100,30,5
16778,Bajaj Pulsar 150cc,14227,36000,0,15,150,41,6
16779,Bajaj Avenger 220cc,35000,60000,0,9,220,2,6
16780,Harley-Davidson Street 750,450000,3430,0,4,750,184,14
16781,Bajaj Dominar 400,139000,21300,0,4,400,7,6
16782,Bajaj Avenger Street,80000,7127,0,5,220,7,6
16783,Yamaha FZ 150cc,45000,18742,0,6,150,30,3
16784,Honda CB Trigger,43000,42837,0,8,150,2,4
16785,Yamaha YZF-R15 2.0,55000,27000,0,9,150,209,3
16786,Hero CBZ Xtreme,11900,34968,0,14,150,11,5
16787,Royal Enfield Bullet,105000,20000,0,4,350,1,1
16788,Hero Passion 100cc,18000,3869,0,16,100,7,5
16789,Bajaj Pulsar NS200,48000,41939,0,8,200,14,6
16790,Bajaj Avenger 220cc,50000,29134,0,7,220,2,6
16791,Hero Hunk Rear,25000,48587,0,8,150,1,5
16792,Bajaj Avenger Street,70000,8000,0,5,220,3,6
16793,Honda CB Hornet,87000,140,0,3,160,10,4
16794,Bajaj Pulsar 150cc,10000,64955,0,15,150,38,6
16795,Yamaha Fazer 150cc,25000,65000,0,12,150,1,3
16796,Hero CD Deluxe,18000,22824,0,8,100,30,5
16797,Bajaj Pulsar 150cc,14227,36000,0,15,150,41,6
16798,Bajaj Avenger 220cc,35000,60000,0,9,220,2,6
16799,Harley-Davidson Street 750,450000,3430,0,4,750,184,14
16800,Bajaj Dominar 400,139000,21300,0,4,400,7,6
16801,Bajaj Avenger Street,80000,7127,0,5,220,7,6
16802,Bajaj Platina 100cc,23000,20000,0,6,100,17,6
16803,Suzuki Slingshot Plus,32000,22697,0,7,125,17,7
16804,Yamaha SZ-RR 150cc,20000,52000,0,10,150,211,3
16805,Bajaj Avenger Street,55005,6600,0,5,220,85,6
16806,Royal Enfield Classic,87000,16336,0,7,350,104,1
16807,Royal Enfield Thunderbird,70000,13858,1,11,350,3,1
16808,Suzuki Zeus 125cc,35000,11885,0,12,125,0,7
16809,KTM RC 390cc,196700,13216,0,4,390,3,9
16810,Bajaj Pulsar 150cc,25000,32588,0,9,150,1,6
16811,Yamaha Fazer 25,123000,14500,0,4,250,387,3
16812,Royal Enfield Classic,95500,18000,0,8,350,1,1
16813,Hero Passion Pro,32000,12000,0,6,100,1,5
16814,Bajaj Avenger 220cc,41000,20245,1,11,220,1,6
16815,Hero Passion 100cc,15000,35000,1,19,100,388,5
16816,Hero Passion Pro,39000,22000,0,4,100,1,5
16817,TVS Apache RTR,30000,6639,0,9,180,19,0
16818,Bajaj Avenger Street,60000,20373,0,6,220,1,6
16819,Hero Super Splendor,15600,84186,0,16,125,18,5
16820,Bajaj Pulsar 150cc,22000,60857,0,13,150,10,6
16821,Yamaha FZ 150cc,45000,18742,0,6,150,30,3
16822,Honda CB Trigger,43000,42837,0,8,150,2,4
16823,Yamaha YZF-R15 2.0,55000,27000,0,9,150,209,3
16824,Hero CBZ Xtreme,11900,34968,0,14,150,11,5
16825,Royal Enfield Bullet,105000,20000,0,4,350,1,1
16826,Hero Passion 100cc,18000,3869,0,16,100,7,5
16827,Bajaj Pulsar NS200,48000,41939,0,8,200,14,6
16828,Bajaj Avenger 220cc,50000,29134,0,7,220,2,6
16829,Hero Hunk Rear,25000,48587,0,8,150,1,5
16830,Bajaj Avenger Street,70000,8000,0,5,220,3,6
16831,Honda CB Hornet,87000,140,0,3,160,10,4
16832,Bajaj Pulsar 150cc,10000,64955,0,15,150,38,6
16833,Yamaha Fazer 150cc,25000,65000,0,12,150,1,3
16834,Hero CD Deluxe,18000,22824,0,8,100,30,5
16835,Bajaj Pulsar 150cc,14227,36000,0,15,150,41,6
16836,Bajaj Avenger 220cc,35000,60000,0,9,220,2,6
16837,Harley-Davidson Street 750,450000,3430,0,4,750,184,14
16838,Bajaj Dominar 400,139000,21300,0,4,400,7,6
16839,Bajaj Avenger Street,80000,7127,0,5,220,7,6
16840,Bajaj Platina 100cc,23000,20000,0,6,100,17,6
16841,Suzuki Slingshot Plus,32000,22697,0,7,125,17,7
16842,Yamaha SZ-RR 150cc,20000,52000,0,10,150,211,3
16843,Bajaj Avenger Street,55005,6600,0,5,220,85,6
16844,Royal Enfield Classic,87000,16336,0,7,350,104,1
16845,Royal Enfield Thunderbird,70000,13858,1,11,350,3,1
16846,Suzuki Zeus 125cc,35000,11885,0,12,125,0,7
16847,KTM RC 390cc,196700,13216,0,4,390,3,9
16848,Bajaj Pulsar 150cc,25000,32588,0,9,150,1,6
16849,Yamaha Fazer 25,123000,14500,0,4,250,387,3
16850,Royal Enfield Classic,95500,18000,0,8,350,1,1
16851,Hero Passion Pro,32000,12000,0,6,100,1,5
16852,Bajaj Avenger 220cc,41000,20245,1,11,220,1,6
16853,Hero Passion 100cc,15000,35000,1,19,100,388,5
16854,Hero Passion Pro,39000,22000,0,4,100,1,5
16855,TVS Apache RTR,30000,6639,0,9,180,19,0
16856,Bajaj Avenger Street,60000,20373,0,6,220,1,6
16857,Hero Super Splendor,15600,84186,0,16,125,18,5
16858,Bajaj Pulsar 150cc,22000,60857,0,13,150,10,6
16859,Yamaha FZ 150cc,45000,18742,0,6,150,30,3
16860,Honda CB Trigger,43000,42837,0,8,150,2,4
16861,Yamaha YZF-R15 2.0,55000,27000,0,9,150,209,3
16862,Hero CBZ Xtreme,11900,34968,0,14,150,11,5
16863,Royal Enfield Bullet,105000,20000,0,4,350,1,1
16864,Hero Passion 100cc,18000,3869,0,16,100,7,5
16865,Bajaj Pulsar NS200,48000,41939,0,8,200,14,6
16866,Bajaj Avenger 220cc,50000,29134,0,7,220,2,6
16867,Hero Hunk Rear,25000,48587,0,8,150,1,5
16868,Bajaj Avenger Street,70000,8000,0,5,220,3,6
16869,Honda CB Hornet,87000,140,0,3,160,10,4
16870,Bajaj Pulsar 150cc,10000,64955,0,15,150,38,6
16871,Yamaha Fazer 150cc,25000,65000,0,12,150,1,3
16872,Hero CD Deluxe,18000,22824,0,8,100,30,5
16873,Bajaj Pulsar 150cc,14227,36000,0,15,150,41,6
16874,Bajaj Avenger 220cc,35000,60000,0,9,220,2,6
16875,Harley-Davidson Street 750,450000,3430,0,4,750,184,14
16876,Bajaj Dominar 400,139000,21300,0,4,400,7,6
16877,Bajaj Avenger Street,80000,7127,0,5,220,7,6
16878,Bajaj Platina 100cc,23000,20000,0,6,100,17,6
16879,Suzuki Slingshot Plus,32000,22697,0,7,125,17,7
16880,Yamaha SZ-RR 150cc,20000,52000,0,10,150,211,3
16881,Bajaj Avenger Street,55005,6600,0,5,220,85,6
16882,Royal Enfield Classic,87000,16336,0,7,350,104,1
16883,Royal Enfield Thunderbird,70000,13858,1,11,350,3,1
16884,Suzuki Zeus 125cc,35000,11885,0,12,125,0,7
16885,KTM RC 390cc,196700,13216,0,4,390,3,9
16886,Bajaj Pulsar 150cc,25000,32588,0,9,150,1,6
16887,Yamaha Fazer 25,123000,14500,0,4,250,387,3
16888,Royal Enfield Classic,95500,18000,0,8,350,1,1
16889,Hero Passion Pro,32000,12000,0,6,100,1,5
16890,Bajaj Avenger 220cc,41000,20245,1,11,220,1,6
16891,Hero Passion 100cc,15000,35000,1,19,100,388,5
16892,Hero Passion Pro,39000,22000,0,4,100,1,5
16893,TVS Apache RTR,30000,6639,0,9,180,19,0
16894,Bajaj Avenger Street,60000,20373,0,6,220,1,6
16895,Hero Super Splendor,15600,84186,0,16,125,18,5
16896,Bajaj Pulsar 150cc,22000,60857,0,13,150,10,6
16897,Yamaha FZ 150cc,45000,18742,0,6,150,30,3
16898,Honda CB Trigger,43000,42837,0,8,150,2,4
16899,Yamaha YZF-R15 2.0,55000,27000,0,9,150,209,3
16900,Hero CBZ Xtreme,11900,34968,0,14,150,11,5
16901,Royal Enfield Bullet,105000,20000,0,4,350,1,1
16902,Hero Passion 100cc,18000,3869,0,16,100,7,5
16903,Bajaj Pulsar NS200,48000,41939,0,8,200,14,6
16904,Bajaj Avenger 220cc,50000,29134,0,7,220,2,6
16905,Hero Hunk Rear,25000,48587,0,8,150,1,5
16906,Bajaj Avenger Street,70000,8000,0,5,220,3,6
16907,Honda CB Hornet,87000,140,0,3,160,10,4
16908,Bajaj Pulsar 150cc,10000,64955,0,15,150,38,6
16909,Yamaha Fazer 150cc,25000,65000,0,12,150,1,3
16910,Hero CD Deluxe,18000,22824,0,8,100,30,5
16911,Bajaj Pulsar 150cc,14227,36000,0,15,150,41,6
16912,Bajaj Avenger 220cc,35000,60000,0,9,220,2,6
16913,Harley-Davidson Street 750,450000,3430,0,4,750,184,14
16914,Bajaj Dominar 400,139000,21300,0,4,400,7,6
16915,Bajaj Avenger Street,80000,7127,0,5,220,7,6
16916,Yamaha FZ 150cc,45000,18742,0,6,150,30,3
16917,Honda CB Trigger,43000,42837,0,8,150,2,4
16918,Yamaha YZF-R15 2.0,55000,27000,0,9,150,209,3
16919,Hero CBZ Xtreme,11900,34968,0,14,150,11,5
16920,Royal Enfield Bullet,105000,20000,0,4,350,1,1
16921,Hero Passion 100cc,18000,3869,0,16,100,7,5
16922,Bajaj Pulsar NS200,48000,41939,0,8,200,14,6
16923,Bajaj Avenger 220cc,50000,29134,0,7,220,2,6
16924,Hero Hunk Rear,25000,48587,0,8,150,1,5
16925,Bajaj Avenger Street,70000,8000,0,5,220,3,6
16926,Honda CB Hornet,87000,140,0,3,160,10,4
16927,Bajaj Pulsar 150cc,10000,64955,0,15,150,38,6
16928,Yamaha Fazer 150cc,25000,65000,0,12,150,1,3
16929,Hero CD Deluxe,18000,22824,0,8,100,30,5
16930,Bajaj Pulsar 150cc,14227,36000,0,15,150,41,6
16931,Bajaj Avenger 220cc,35000,60000,0,9,220,2,6
16932,Harley-Davidson Street 750,450000,3430,0,4,750,184,14
16933,Bajaj Dominar 400,139000,21300,0,4,400,7,6
16934,Bajaj Avenger Street,80000,7127,0,5,220,7,6
16935,Bajaj Platina 100cc,23000,20000,0,6,100,17,6
16936,Suzuki Slingshot Plus,32000,22697,0,7,125,17,7
16937,Yamaha SZ-RR 150cc,20000,52000,0,10,150,211,3
16938,Bajaj Avenger Street,55005,6600,0,5,220,85,6
16939,Royal Enfield Classic,87000,16336,0,7,350,104,1
16940,Royal Enfield Thunderbird,70000,13858,1,11,350,3,1
16941,Suzuki Zeus 125cc,35000,11885,0,12,125,0,7
16942,KTM RC 390cc,196700,13216,0,4,390,3,9
16943,Bajaj Pulsar 150cc,25000,32588,0,9,150,1,6
16944,Yamaha Fazer 25,123000,14500,0,4,250,387,3
16945,Royal Enfield Classic,95500,18000,0,8,350,1,1
16946,Hero Passion Pro,32000,12000,0,6,100,1,5
16947,Bajaj Avenger 220cc,41000,20245,1,11,220,1,6
16948,Hero Passion 100cc,15000,35000,1,19,100,388,5
16949,Hero Passion Pro,39000,22000,0,4,100,1,5
16950,TVS Apache RTR,30000,6639,0,9,180,19,0
16951,Bajaj Avenger Street,60000,20373,0,6,220,1,6
16952,Hero Super Splendor,15600,84186,0,16,125,18,5
16953,Bajaj Pulsar 150cc,22000,60857,0,13,150,10,6
16954,Yamaha FZ 150cc,45000,18742,0,6,150,30,3
16955,Honda CB Trigger,43000,42837,0,8,150,2,4
16956,Yamaha YZF-R15 2.0,55000,27000,0,9,150,209,3
16957,Hero CBZ Xtreme,11900,34968,0,14,150,11,5
16958,Royal Enfield Bullet,105000,20000,0,4,350,1,1
16959,Hero Passion 100cc,18000,3869,0,16,100,7,5
16960,Bajaj Pulsar NS200,48000,41939,0,8,200,14,6
16961,Bajaj Avenger 220cc,50000,29134,0,7,220,2,6
16962,Hero Hunk Rear,25000,48587,0,8,150,1,5
16963,Bajaj Avenger Street,70000,8000,0,5,220,3,6
16964,Honda CB Hornet,87000,140,0,3,160,10,4
16965,Bajaj Pulsar 150cc,10000,64955,0,15,150,38,6
16966,Yamaha Fazer 150cc,25000,65000,0,12,150,1,3
16967,Hero CD Deluxe,18000,22824,0,8,100,30,5
16968,Bajaj Pulsar 150cc,14227,36000,0,15,150,41,6
16969,Bajaj Avenger 220cc,35000,60000,0,9,220,2,6
16970,Harley-Davidson Street 750,450000,3430,0,4,750,184,14
16971,Bajaj Dominar 400,139000,21300,0,4,400,7,6
16972,Bajaj Avenger Street,80000,7127,0,5,220,7,6
16973,Yamaha FZ 150cc,45000,18742,0,6,150,30,3
16974,Honda CB Trigger,43000,42837,0,8,150,2,4
16975,Yamaha YZF-R15 2.0,55000,27000,0,9,150,209,3
16976,Hero CBZ Xtreme,11900,34968,0,14,150,11,5
16977,Royal Enfield Bullet,105000,20000,0,4,350,1,1
16978,Hero Passion 100cc,18000,3869,0,16,100,7,5
16979,Bajaj Pulsar NS200,48000,41939,0,8,200,14,6
16980,Bajaj Avenger 220cc,50000,29134,0,7,220,2,6
16981,Hero Hunk Rear,25000,48587,0,8,150,1,5
16982,Bajaj Avenger Street,70000,8000,0,5,220,3,6
16983,Honda CB Hornet,87000,140,0,3,160,10,4
16984,Bajaj Pulsar 150cc,10000,64955,0,15,150,38,6
16985,Yamaha Fazer 150cc,25000,65000,0,12,150,1,3
16986,Hero CD Deluxe,18000,22824,0,8,100,30,5
16987,Bajaj Pulsar 150cc,14227,36000,0,15,150,41,6
16988,Bajaj Avenger 220cc,35000,60000,0,9,220,2,6
16989,Harley-Davidson Street 750,450000,3430,0,4,750,184,14
16990,Bajaj Dominar 400,139000,21300,0,4,400,7,6
16991,Bajaj Avenger Street,80000,7127,0,5,220,7,6
16992,Bajaj Platina 100cc,23000,20000,0,6,100,17,6
16993,Suzuki Slingshot Plus,32000,22697,0,7,125,17,7
16994,Yamaha SZ-RR 150cc,20000,52000,0,10,150,211,3
16995,Bajaj Avenger Street,55005,6600,0,5,220,85,6
16996,Royal Enfield Classic,87000,16336,0,7,350,104,1
16997,Royal Enfield Thunderbird,70000,13858,1,11,350,3,1
16998,Suzuki Zeus 125cc,35000,11885,0,12,125,0,7
16999,KTM RC 390cc,196700,13216,0,4,390,3,9
17000,Bajaj Pulsar 150cc,25000,32588,0,9,150,1,6
17001,Yamaha Fazer 25,123000,14500,0,4,250,387,3
17002,Royal Enfield Classic,95500,18000,0,8,350,1,1
17003,Hero Passion Pro,32000,12000,0,6,100,1,5
17004,Bajaj Avenger 220cc,41000,20245,1,11,220,1,6
17005,Hero Passion 100cc,15000,35000,1,19,100,388,5
17006,Hero Passion Pro,39000,22000,0,4,100,1,5
17007,TVS Apache RTR,30000,6639,0,9,180,19,0
17008,Bajaj Avenger Street,60000,20373,0,6,220,1,6
17009,Hero Super Splendor,15600,84186,0,16,125,18,5
17010,Bajaj Pulsar 150cc,22000,60857,0,13,150,10,6
17011,Bajaj Platina 100cc,23000,20000,0,6,100,17,6
17012,Suzuki Slingshot Plus,32000,22697,0,7,125,17,7
17013,Yamaha SZ-RR 150cc,20000,52000,0,10,150,211,3
17014,Bajaj Avenger Street,55005,6600,0,5,220,85,6
17015,Royal Enfield Classic,87000,16336,0,7,350,104,1
17016,Royal Enfield Thunderbird,70000,13858,1,11,350,3,1
17017,Suzuki Zeus 125cc,35000,11885,0,12,125,0,7
17018,KTM RC 390cc,196700,13216,0,4,390,3,9
17019,Bajaj Pulsar 150cc,25000,32588,0,9,150,1,6
17020,Yamaha Fazer 25,123000,14500,0,4,250,387,3
17021,Royal Enfield Classic,95500,18000,0,8,350,1,1
17022,Hero Passion Pro,32000,12000,0,6,100,1,5
17023,Bajaj Avenger 220cc,41000,20245,1,11,220,1,6
17024,Hero Passion 100cc,15000,35000,1,19,100,388,5
17025,Hero Passion Pro,39000,22000,0,4,100,1,5
17026,TVS Apache RTR,30000,6639,0,9,180,19,0
17027,Bajaj Avenger Street,60000,20373,0,6,220,1,6
17028,Hero Super Splendor,15600,84186,0,16,125,18,5
17029,Bajaj Pulsar 150cc,22000,60857,0,13,150,10,6
17030,Bajaj Platina 100cc,23000,20000,0,6,100,17,6
17031,Suzuki Slingshot Plus,32000,22697,0,7,125,17,7
17032,Yamaha SZ-RR 150cc,20000,52000,0,10,150,211,3
17033,Bajaj Avenger Street,55005,6600,0,5,220,85,6
17034,Royal Enfield Classic,87000,16336,0,7,350,104,1
17035,Royal Enfield Thunderbird,70000,13858,1,11,350,3,1
17036,Suzuki Zeus 125cc,35000,11885,0,12,125,0,7
17037,KTM RC 390cc,196700,13216,0,4,390,3,9
17038,Bajaj Pulsar 150cc,25000,32588,0,9,150,1,6
17039,Yamaha Fazer 25,123000,14500,0,4,250,387,3
17040,Royal Enfield Classic,95500,18000,0,8,350,1,1
17041,Hero Passion Pro,32000,12000,0,6,100,1,5
17042,Bajaj Avenger 220cc,41000,20245,1,11,220,1,6
17043,Hero Passion 100cc,15000,35000,1,19,100,388,5
17044,Hero Passion Pro,39000,22000,0,4,100,1,5
17045,TVS Apache RTR,30000,6639,0,9,180,19,0
17046,Bajaj Avenger Street,60000,20373,0,6,220,1,6
17047,Hero Super Splendor,15600,84186,0,16,125,18,5
17048,Bajaj Pulsar 150cc,22000,60857,0,13,150,10,6
17049,Yamaha FZ 150cc,45000,18742,0,6,150,30,3
17050,Honda CB Trigger,43000,42837,0,8,150,2,4
17051,Yamaha YZF-R15 2.0,55000,27000,0,9,150,209,3
17052,Hero CBZ Xtreme,11900,34968,0,14,150,11,5
17053,Royal Enfield Bullet,105000,20000,0,4,350,1,1
17054,Hero Passion 100cc,18000,3869,0,16,100,7,5
17055,Bajaj Pulsar NS200,48000,41939,0,8,200,14,6
17056,Bajaj Avenger 220cc,50000,29134,0,7,220,2,6
17057,Hero Hunk Rear,25000,48587,0,8,150,1,5
17058,Bajaj Avenger Street,70000,8000,0,5,220,3,6
17059,Honda CB Hornet,87000,140,0,3,160,10,4
17060,Bajaj Pulsar 150cc,10000,64955,0,15,150,38,6
17061,Yamaha Fazer 150cc,25000,65000,0,12,150,1,3
17062,Hero CD Deluxe,18000,22824,0,8,100,30,5
17063,Bajaj Pulsar 150cc,14227,36000,0,15,150,41,6
17064,Bajaj Avenger 220cc,35000,60000,0,9,220,2,6
17065,Harley-Davidson Street 750,450000,3430,0,4,750,184,14
17066,Bajaj Dominar 400,139000,21300,0,4,400,7,6
17067,Bajaj Avenger Street,80000,7127,0,5,220,7,6
