,bike_name,price,kms_driven,owner,age,power,city_code,brand_code
0,TVS Star City,35000,17654,0,3,110,0,0
1,Royal Enfield Classic,119900,11000,0,4,350,1,1
2,Triumph Daytona 675R,600000,110,0,8,675,1,2
3,TVS Apache RTR,65000,16329,0,4,180,2,0
4,Yamaha FZ S,80000,10000,0,3,150,2,3
5,Yamaha FZs 150cc,53499,25000,0,6,150,1,3
6,Honda CB Hornet,85000,8200,0,3,160,1,4
7,Hero Splendor Plus,45000,12645,0,3,100,1,5
8,Royal Enfield Thunderbird,145000,9190,0,3,350,2,1
9,Royal Enfield Classic,88000,19000,1,7,500,1,1
10,Yamaha YZF-R15 2.0,72000,20000,0,7,150,2,3
11,Yamaha FZ25 250cc,95000,9665,0,4,250,2,3
12,Bajaj Pulsar NS200,78000,9900,0,4,200,2,6
13,Bajaj Discover 100M,29499,20000,0,8,100,1,6
14,Bajaj Discover 125M,29900,20000,0,7,125,1,6
15,Bajaj Pulsar NS200,90000,11574,0,3,200,2,6
16,Bajaj Pulsar RS200,120000,23000,0,3,200,2,6
17,Suzuki Gixxer SF,48000,24725,0,5,150,3,7
18,Benelli 302R 300CC,240000,15025,1,3,302,3,8
19,Bajaj Discover 125M,29900,20000,0,7,125,1,6
20,Bajaj Pulsar RS200,120000,23000,0,3,200,2,6
21,Suzuki Gixxer SF,48000,24725,0,5,150,3,7
22,Hero Splendor iSmart,46500,3500,0,2,110,1,5
23,Royal Enfield Classic,121700,24520,0,5,500,4,1
24,Yamaha FZ V,45000,23000,0,6,150,1,3
25,Bajaj Pulsar NS200,78000,9900,0,4,200,2,6
26,Hero Super Splendor,20000,29305,0,16,125,0,5
27,Honda CBF Stunner,20800,30500,1,7,125,5,4
28,Bajaj Pulsar 150cc,50000,19000,0,8,150,2,6
29,Honda X-Blade 160CC,81200,9100,0,2,160,6,4
30,Bajaj Pulsar NS200,88000,21914,0,3,200,7,6
31,Yamaha YZF-R15 2.0,80000,20000,1,4,150,8,3
32,Bajaj Avenger 220cc,40900,15000,0,6,220,9,6
33,KTM RC 390cc,180000,17700,0,4,390,10,9
34,Honda CB Unicorn,40000,30000,0,8,150,11,4
35,KTM Duke 200cc,70000,100000,1,8,200,12,9
36,Royal Enfield Classic,98800,39000,0,5,350,13,1
37,Honda CBR 150R,65000,43000,0,6,150,14,4
38,Royal Enfield Thunderbird,190500,4550,0,2,500,15,1
39,KTM RC 200cc,179000,3400,0,2,200,2,9
40,Royal Enfield Thunderbird,70000,45000,0,8,350,16,1
41,Bajaj Avenger 220cc,45000,36100,0,6,220,7,6
42,Royal Enfield Bullet,78000,8500,0,13,350,17,1
43,Bajaj Avenger Street,110000,2550,0,2,220,2,6
44,Royal Enfield Classic,85000,18000,0,6,350,1,1
45,Bajaj Pulsar NS200,38000,35000,0,9,200,1,6
46,Royal Enfield Thunderbird,55346,38000,0,10,350,11,1
47,Mahindra Centuro NXT,28000,45000,0,2,110,18,10
48,Hero Hunk 150cc,37000,10800,0,8,150,3,5
49,Suzuki Gixxer SF,97000,4400,0,3,150,1,7
50,Yamaha FZ 150cc,40000,357000,0,8,150,19,3
51,Royal Enfield‎ Bullet,90000,15300,0,7,350,1,1
52,TVS Apache RTR,60000,30000,0,5,160,3,0
53,Honda CB Shine,21900,30000,1,7,125,20,4
54,Bajaj Avenger 220cc,40000,64000,0,7,220,0,6
55,Benelli TNT 600i,475000,11500,1,3,600,3,8
56,Honda Dream Yuga,34500,17056,0,5,110,0,4
57,Yamaha SZ 150cc,25000,172082,0,9,150,21,3
58,Suzuki Gixxer 150cc,30200,45000,0,7,150,2,7
59,Bajaj Avenger Cruise,65000,35000,0,5,220,22,6
60,Bajaj Pulsar 150cc,25000,38000,0,9,150,3,6
61,Kawasaki Z900,935000,2500,0,2,900,23,11
62,Royal Enfield Bullet,107100,15438,1,3,350,1,1
63,Bajaj Pulsar 220cc,80000,6000,0,3,220,1,6
64,Royal Enfield Thunderbird,88000,19000,0,5,350,1,1
65,KTM Duke 200cc,94700,32700,0,4,200,24,9
66,Hero CD Deluxe,12200,46643,0,14,100,25,5
67,Royal Enfield Classic,106000,19000,0,6,350,1,1
68,Bajaj Pulsar 220cc,29500,40700,0,12,220,7,6
69,Kawasaki Ninja 650cc,290000,11350,0,7,650,26,11
70,Royal Enfield Thunderbird,110000,1600,0,6,350,1,1
71,Bajaj Platina 125cc,27000,44410,0,10,125,27,6
72,Royal Enfield Thunderbird,65000,9800,0,11,350,28,1
73,Royal Enfield Thunderbird,150000,15000,0,3,350,2,1
74,Hero Karizma ZMR,55786,68000,1,7,223,29,5
75,Bajaj Pulsar 180cc,45000,17757,0,8,180,2,6
76,Yamaha FZ25 ABS,146000,3900,0,2,250,30,3
77,Royal Enfield Thunderbird,115000,23700,0,4,350,2,1
78,Bajaj CT 100,30000,8250,0,3,100,11,6
79,Bajaj Pulsar RS200,93100,10000,0,5,200,3,6
80,Yamaha YZF-R15 2.0,82000,4300,1,3,150,3,3
81,Royal Enfield Interceptor,260000,3800,0,2,650,31,1
82,Honda CB Shine,38000,33000,0,7,125,2,4
83,KTM Duke 250cc,130000,17500,1,4,250,32,9
84,Royal Enfield Himalayan,118000,19000,0,4,410,9,1
85,Bajaj Pulsar 135LS,14700,10000,0,11,135,1,6
86,Royal Enfield Thunderbird,85000,54000,0,6,350,30,1
87,Bajaj Pulsar 220F,40000,27000,0,7,220,3,6
88,Yamaha FZ16 150cc,50000,19000,0,6,150,2,3
89,Royal Enfield Thunderbird,71800,43500,0,7,350,3,1
90,Royal Enfield Thunderbird,71800,43500,0,7,350,3,1
91,Bajaj Pulsar NS200,75000,11575,0,4,200,2,6
92,Ducati Scrambler 1100,1350000,190,0,1,1100,3,12
93,Triumph Street Triple,790000,19000,0,3,765,3,2
94,Bajaj V15 150cc,47000,8600,0,4,150,2,6
95,Bajaj Pulsar 150cc,60000,2000,0,2,150,10,6
96,Suzuki Gixxer Fi,96700,5100,0,1,150,27,7
97,Hero Splendor plus,31900,9000,0,5,100,1,5
98,Bajaj Pulsar 150cc,35000,44480,0,13,150,33,6
99,KTM Duke 390cc,240000,11000,0,3,390,2,9
100,Honda CBR 250R,68000,16000,0,7,250,1,4
101,Bajaj Pulsar RS200,80000,26691,0,5,200,2,6
102,Royal Enfield Classic,135000,45000,0,5,350,2,1
103,Bajaj Pulsar 150cc,11100,12000,2,12,150,10,6
104,Benelli TNT 600i,480000,14200,0,4,600,3,8
105,Suzuki Gixxer 150cc,65000,41000,0,3,150,34,7
106,Yamaha FZ S,60000,15000,0,5,150,2,3
107,Honda CBR 150R,80000,12314,0,4,150,2,4
108,Hero Splendor Plus,46000,11760,0,3,100,1,5
109,Royal Enfield Classic,95000,22000,0,11,500,2,1
110,Hyosung GT650R,400000,1800,0,4,650,1,13
111,Bajaj V15 150cc,55000,4400,0,4,150,2,6
112,Yamaha YZF-R15 S,63000,16000,0,5,150,1,3
113,Bajaj V15 150cc,51000,9000,0,4,150,5,6
114,TVS Apache RTR,69900,8700,0,3,160,1,0
115,Bajaj Pulsar RS200,125000,1342,0,4,200,20,6
116,Benelli TNT 300,210000,21000,0,6,300,35,8
117,Honda CB ShineSP,35900,19000,0,5,125,1,4
118,Honda CBR 250R,67000,13000,0,9,250,1,4
119,Hero Passion Pro,29339,12771,0,4,100,36,5
120,Hero Splendor Plus,19695,51576,0,6,100,36,5
121,Hero Splendor iSmart,48672,608,0,2,110,36,5
122,Honda CBR 150R,40000,13680,0,9,150,3,4
123,Yamaha YZF R6,500000,285,0,5,600,2,3
124,Ducati 1299 Superleggera,800000,3,0,3,1299,3,12
125,Royal Enfield Himalayan,110000,24676,0,5,410,2,1
126,Royal Enfield Classic,92500,11000,0,6,350,1,1
127,Bajaj Pulsar NS200,57000,28948,0,5,200,2,6
128,Royal Enfield Electra,72500,10000,0,10,350,1,1
129,KTM Duke 200cc,68000,16000,0,9,200,1,9
130,TVS Phoenix Disc,21500,10500,0,5,125,37,0
131,TVS Apache RTR,40000,20000,0,6,160,1,0
132,Royal Enfield Classic,91000,18000,0,5,350,1,1
133,Harley-Davidson Street 750,300000,3500,0,6,750,38,14
134,Suzuki Gixxer SF,47000,70000,0,6,150,18,7
135,Suzuki Gixxer 150cc,53000,18158,0,6,150,2,7
136,Suzuki Gixxer 150cc,51000,39140,0,5,150,2,7
137,Bajaj Pulsar 220F,48000,27776,0,8,220,2,6
138,Bajaj Pulsar 220cc,55000,32734,0,6,220,2,6
139,Royal Enfield Himalayan,173300,14000,0,2,410,27,1
140,Royal Enfield Bullet,77000,13000,0,8,350,1,1
141,Bajaj Pulsar NS200,115000,5000,0,2,200,2,6
142,Bajaj Discover 150cc,36000,39500,0,7,150,7,6
143,Bajaj Avenger Street,72000,29500,0,4,220,7,6
144,Royal Enfield Standard,115000,14900,0,3,350,7,1
145,Honda CB Shine,65000,2000,0,3,125,3,4
146,Honda CB Unicorn,99000,4000,0,2,150,3,4
147,Yamaha YZF-R15 2.0,68500,68500,1,7,150,1,3
148,Yamaha YZF-R15 V3,140000,2473,0,2,150,1,3
149,KTM Duke 200cc,130000,9221,0,3,200,1,9
150,Bajaj Pulsar NS,46000,37128,0,7,200,1,6
151,Hero Super Splendor,30000,16166,0,6,125,1,5
152,Bajaj Dominar 400,116000,11716,0,3,400,1,6
153,Royal Enfield Classic,130000,8419,0,3,350,1,1
154,Royal Enfield Classic,98000,13459,0,5,350,1,1
155,Royal Enfield Classic,85000,14704,0,6,350,1,1
156,Royal Enfield Himalayan,110000,24676,0,5,410,2,1
157,Royal Enfield Himalayan,173300,14000,0,2,410,27,1
158,Bajaj V15 150cc,50000,9200,0,4,150,1,6
159,Royal Enfield Thunderbird,100000,30294,0,5,350,2,1
160,Royal Enfield Thunderbird,66000,19756,0,8,350,1,1
161,Royal Enfield Bullet,77000,13000,0,8,350,1,1
162,Royal Enfield Classic,92500,11000,0,6,350,1,1
163,Bajaj Pulsar NS200,57000,28948,0,5,200,2,6
164,Royal Enfield Electra,72500,10000,0,10,350,1,1
165,Honda X-Blade 160cc,80000,12000,0,2,160,35,4
166,Royal Enfield Classic,123600,7702,0,3,350,18,1
167,Suzuki Hayabusa 1300cc,950000,312,0,3,1300,30,7
168,Royal Enfield Classic,107000,17000,0,4,350,0,1
169,Ducati Monster 821,600000,16000,0,5,821,2,12
170,Yamaha FZ S,80000,3500,0,3,150,1,3
171,Suzuki Gixxer SF,75000,11050,0,4,150,39,7
172,Hero Super Splendor,43778,948,0,2,125,36,5
173,KTM RC 200cc,118000,11200,1,5,200,1,9
174,Yamaha FZ V,68000,10407,0,5,150,2,3
175,Bajaj Discover 125ST,27000,23000,0,8,125,2,6
176,Hero Splendor Plus,48500,5500,0,2,100,1,5
177,Hero Karizma 223cc,15000,38000,0,15,223,1,5
178,KTM Duke 200cc,95000,23000,0,5,200,31,9
179,KTM Duke 200cc,145000,4500,0,4,200,40,9
180,Yamaha FZs 150cc,62000,11227,0,3,150,1,3
181,Hero Splendor 100cc,25000,45000,0,9,100,7,5
182,Ducati 1198 SP,700000,100,0,6,1198,0,12
183,Royal Enfield Bullet,160000,3500,0,3,500,2,1
184,Bajaj Avenger Street,47500,30000,0,5,220,3,6
185,Yamaha Fazer 150cc,21000,38000,0,9,150,23,3
186,Yamaha Gladiator 125cc,18000,22000,0,12,125,41,3
187,Hero Karizma R,36000,54560,0,8,223,2,5
188,Yamaha FZ 150cc,52000,33150,0,6,150,2,3
189,Harley-Davidson Iron 883,435000,5550,1,7,883,18,14
190,TVS Apache RTR,68000,12077,0,5,200,2,0
191,Bajaj Pulsar 220cc,80000,5000,0,4,220,10,6
192,Royal Enfield Classic,110800,13300,0,6,500,3,1
193,TVS Apache RTR,85000,16000,0,2,160,7,0
194,Royal Enfield Electra,145000,4000,0,2,350,2,1
195,Bajaj Dominar 400,145000,3000,0,3,400,2,6
196,Royal Enfield Classic,149000,7000,0,3,350,3,1
197,Hero HF Deluxe,60000,4000,0,2,100,3,5
198,Royal Enfield Classic,140000,11000,0,4,350,3,1
199,KTM Duke 200cc,85000,15000,0,7,200,3,9
200,Bajaj Pulsar 220cc,86000,15000,0,3,220,3,6
201,Royal Enfield Bullet,115000,15500,0,4,350,7,1
202,Suzuki Gixxer SF,83000,500,0,3,150,2,7
203,KTM Duke 200cc,85000,15000,0,7,200,3,9
204,Bajaj Pulsar 220cc,86000,15000,0,3,220,3,6
205,Royal Enfield Bullet,115000,15500,0,4,350,7,1
206,Suzuki Gixxer SF,83000,500,0,3,150,2,7
207,Bajaj Pulsar 180cc,28000,35251,0,12,180,2,6
208,Hero Splendor Plus,14500,35000,0,14,100,1,5
209,Hero Splendor iSmart,32000,22000,0,5,110,1,5
210,Bajaj Pulsar 180cc,62500,26000,0,5,180,1,6
211,Yamaha YZF-R15 V3,122500,10000,0,3,150,1,3
212,Bajaj Platina 100cc,24500,15000,0,6,100,1,6
213,TVS Apache RTR,78500,26000,0,4,200,1,0
214,Royal Enfield Bullet,102500,21000,0,4,350,1,1
215,TVS Star City,28000,28428,0,9,110,2,0
216,Royal Enfield Classic,130000,10149,0,3,350,1,1
217,Royal Enfield Classic,130000,7036,0,3,350,1,1
218,Bajaj Dominar 400,115000,7593,0,4,400,1,6
219,KTM RC 200cc,96000,17000,0,6,200,1,9
220,Bajaj Platina Alloy,29500,15798,0,4,100,1,6
221,Yamaha YZF-R15 2.0,100000,4800,0,4,150,7,3
222,Royal Enfield Himalayan,177982,7000,0,2,410,42,1
223,Royal Enfield Himalayan,202000,11000,0,2,410,2,1
224,Suzuki Hayabusa 1300cc,950000,312,0,3,1300,30,7
225,KTM RC 200cc,113000,28000,2,6,200,43,9
226,Bajaj Avenger Street,45400,23000,1,5,220,1,6
227,Royal Enfield Classic,105000,16000,0,4,350,1,1
228,Ducati Panigale 959,885000,300,0,2,959,1,12
229,Yamaha FZs 150cc,30000,50000,0,6,150,44,3
230,Bajaj Platina 100cc,22000,22000,0,6,100,1,6
231,Royal Enfield Classic,115000,10000,0,4,350,1,1
232,Bajaj V15 150cc,55000,3000,0,4,150,45,6
233,Bajaj Discover 125ST,20000,55000,0,9,125,5,6
234,Hero Splendor iSmart,56000,16500,0,4,110,46,5
235,TVS Sport 100cc,28000,36000,0,5,100,47,0
236,Hero Super Splendor,44000,7329,0,3,125,48,5
237,Bajaj Dominar 400,190000,8780,0,2,400,49,6
238,Royal Enfield Bullet,78000,20000,0,8,350,50,1
239,Honda CBF Stunner,18787,28164,0,10,125,2,4
240,Bajaj Pulsar AS200,51500,20600,0,6,200,2,6
241,Bajaj Avenger 220cc,54200,5700,0,6,220,3,6
242,Royal Enfield Classic,175000,11277,0,3,500,7,1
243,Bajaj Avenger 220cc,48000,26000,0,7,220,51,6
244,Honda Livo 110cc,40000,4000,0,5,110,48,4
245,Bajaj Dominar 400,102400,11600,0,4,400,52,6
246,Yamaha FZ V,65000,8800,0,3,150,30,3
247,KTM RC 390cc,170000,2100,0,4,390,53,9
248,Bajaj Pulsar 150cc,12999,65000,0,13,150,54,6
249,KTM Duke 200cc,87000,20000,0,6,200,3,9
250,Bajaj Avenger 220cc,45600,18000,1,5,220,55,6
251,Bajaj Pulsar 180cc,42000,58000,0,7,180,56,6
252,Bajaj Pulsar NS200,47000,24445,0,8,200,1,6
253,Bajaj Discover 100M,31000,34525,0,7,100,1,6
254,Suzuki Gixxer SF,72500,19000,0,4,150,2,7
255,Suzuki Gixxer 150cc,80999,4000,0,3,150,57,7
256,Bajaj Pulsar RS200,85000,9148,0,6,200,58,6
257,TVS Apache RTR,60000,16000,0,5,160,3,0
258,Bajaj Dominar 400,148999,3694,0,4,400,59,6
259,Bajaj V15 150cc,49000,7524,0,5,150,2,6
260,Hero Passion Pro,30000,23000,0,8,100,1,5
261,KTM RC 200cc,140000,12800,0,6,200,60,9
262,KTM RC 390cc,237818,1440,0,2,390,1,9
263,Hero Splendor iSmart,56000,16500,0,4,110,46,5
264,TVS Sport 100cc,28000,36000,0,5,100,47,0
265,Yamaha SZ-RR 150cc,23600,22672,1,6,150,1,3
266,Royal Enfield Thunderbird,100000,25000,0,8,500,2,1
267,KTM RC 200cc,160700,10000,0,3,200,7,9
268,Royal Enfield Bullet,78000,34200,0,6,350,61,1
269,Bajaj V15 150cc,45000,7000,0,4,150,62,6
270,Royal Enfield‎ Bullet,60000,3490,0,9,350,9,1
271,KTM RC 200cc,150000,7500,0,5,200,63,9
272,Bajaj Discover 150F,37000,13500,0,5,150,3,6
273,Royal Enfield Classic,125000,11000,0,5,350,31,1
274,Bajaj Pulsar RS200,70000,56353,0,5,200,3,6
275,Bajaj Pulsar 220cc,40000,25000,0,7,220,64,6
276,Yamaha Saluto 125cc,62000,1123,0,2,125,1,3
277,Royal Enfield Interceptor,280000,1500,0,2,650,2,1
278,Bajaj V15 150cc,44000,15000,0,4,150,65,6
279,Royal Enfield Thunderbird,85000,31000,0,7,350,3,1
280,Bajaj Avenger Cruise,51000,28000,0,5,220,9,6
281,Bajaj Avenger Street,75000,11460,0,3,220,1,6
282,KTM RC 390cc,160000,23000,0,5,390,38,9
283,Bajaj Pulsar NS200,106000,1175,0,2,200,1,6
284,Triumph Street Triple,599999,7800,2,5,675,3,2
285,Honda CBR 250R,85000,15000,0,7,250,1,4
286,Hero Splendor Plus,31500,28653,0,8,100,0,5
287,Hyosung Aquila GV250,150000,8000,1,6,250,56,13
288,Jawa Forty Two,210000,2100,0,2,295,22,15
289,Bajaj V12 125cc,50000,3300,0,4,125,1,6
290,Bajaj Discover 100M,29300,19000,0,6,100,66,6
291,Bajaj V12 125cc,35740,20400,0,4,125,64,6
292,Yamaha FZs 150cc,24500,25000,0,10,150,65,3
293,Hero Karizma ZMR,45000,18000,0,7,223,52,5
294,KTM Duke 390cc,210000,12000,0,4,390,30,9
295,Bajaj Pulsar RS200,70000,56353,0,5,200,3,6
296,Bajaj Discover 150F,37000,13500,0,5,150,3,6
297,KTM RC 200cc,150000,7500,0,5,200,63,9
298,Royal Enfield Bullet,71000,11000,0,9,350,1,1
299,Royal Enfield Thunderbird,100000,25000,0,8,500,2,1
300,KTM RC 200cc,160700,10000,0,3,200,7,9
301,Royal Enfield Bullet,78000,34200,0,6,350,61,1
302,Bajaj V15 150cc,45000,7000,0,4,150,62,6
303,Yamaha Fazer 25,80400,5100,1,4,250,67,3
304,Royal Enfield Classic,135000,2200,0,4,350,1,1
305,Harley-Davidson Street 750,350000,3100,0,6,750,3,14
306,Hero Karizma ZMR,57000,1500,0,11,223,1,5
307,Hero Xpulse 200T,76000,3000,0,2,200,28,5
308,Bajaj Pulsar 150cc,42100,22560,0,11,150,63,6
309,Yamaha YZF-R15 S,73000,16658,0,6,150,48,3
310,Benelli 302R 300CC,366000,3135,0,3,302,1,8
311,Honda CB Hornet,61200,29000,1,3,160,68,4
312,Royal Enfield Bullet,82000,29860,0,7,350,1,1
313,Royal Enfield Classic,120000,12000,0,5,350,30,1
314,Bajaj Pulsar 220cc,40000,25000,0,7,220,64,6
315,TVS Apache RTR,80000,7000,0,3,160,1,0
316,Suzuki Gixxer 150cc,81800,3700,0,2,150,2,7
317,Bajaj Avenger 220cc,45900,27000,0,6,220,1,6
318,Royal Enfield Classic,125000,11000,0,5,350,31,1
319,Bajaj Pulsar NS200,86200,9300,0,4,200,2,6
320,Hero Splendor Plus,40000,9000,0,3,100,1,5
321,Hero Hunk 150cc,10000,21389,0,12,150,3,5
322,Hyosung Aquila GV250,155000,13500,0,5,250,69,13
323,Bajaj Pulsar NS200,46000,24374,0,6,200,3,6
324,KTM RC 390cc,215000,9600,0,4,390,11,9
325,Royal Enfield‎ Bullet,60000,3490,0,9,350,9,1
326,Honda Dream Yuga,23000,37000,0,7,110,1,4
327,Bajaj Avenger Cruise,55250,7781,1,3,220,10,6
328,Hero Passion Xpro,58000,7758,0,2,110,1,5
329,Yamaha FZ S,66000,8000,0,3,150,1,3
330,Hero Karizma ZMR,55000,32000,0,7,223,7,5
331,Royal Enfield Classic,89730,12100,0,9,500,3,1
332,Royal Enfield Classic,108000,26811,0,6,350,69,1
333,Yamaha YZF-R3 320cc,314100,13500,0,3,320,7,3
334,Royal Enfield Bullet,125000,16500,0,39,350,7,1
335,Hero HF Deluxe,18800,10401,0,8,100,5,5
336,Harley-Davidson Street 750,417000,13000,1,5,750,1,14
337,Bajaj Dominar 400,105000,20500,0,4,400,30,6
338,Honda CB Twister,20000,19211,0,6,110,2,4
339,Royal Enfield Classic,88000,22500,0,10,350,58,1
340,Bajaj Pulsar 125cc,47000,14009,0,2,125,70,6
341,Bajaj Avenger Street,95000,11000,0,2,220,1,6
342,Yamaha YZF-R15 V3,108000,2982,0,3,150,10,3
343,KTM Duke 390cc,186100,12000,0,3,390,1,9
344,Honda CB Shine,81500,3000,0,1,125,71,4
345,Bajaj CT 100,20000,30806,0,5,100,72,6
346,Bajaj Pulsar 150cc,15000,55000,1,13,150,3,6
347,Bajaj V15 150cc,39000,5000,0,5,150,48,6
348,Royal Enfield Classic,102500,29000,0,5,350,1,1
349,Royal Enfield Classic,87000,15000,0,7,350,1,1
350,Bajaj Dominar 400,118000,14500,0,3,400,7,6
351,Royal Enfield Classic,131100,6200,0,4,350,9,1
352,Honda CBR 250R,85000,15000,0,7,250,1,4
353,Royal Enfield Classic,108000,26811,0,6,350,69,1
354,Royal Enfield Classic,131100,6200,0,4,350,9,1
355,Honda CB Hornet,42000,19000,0,5,160,1,4
356,Honda Dream Neo,45000,15000,0,4,110,73,4
357,Royal Enfield Classic,87000,15000,0,7,350,1,1
358,Royal Enfield Classic,102500,29000,0,5,350,1,1
359,BMW G 310,255000,2200,0,3,310,74,16
360,TVS Apache RTR,78700,3710,0,2,160,75,0
361,Honda CBR 250R,62800,38400,1,7,250,3,4
362,Bajaj Pulsar AS150,35000,18000,0,6,150,1,6
363,Bajaj V15 150cc,33800,17000,0,5,150,1,6
364,Kawasaki Ninja 250cc,125000,21000,2,11,250,76,11
365,Royal Enfield Himalayan,146000,4700,0,5,410,7,1
366,Benelli TNT 899,569400,3174,0,6,899,77,8
367,Indian Chief Classic,1900000,1700,0,6,1800,30,17
368,Kawasaki Ninja 650cc,600000,230,0,1,650,39,11
369,KTM RC 200cc,185000,3000,0,2,200,35,9
370,Hero Passion Pro,32000,32000,0,5,100,1,5
371,Hero Super Splendor,38000,21000,0,4,125,1,5
372,Bajaj V15 150cc,35000,38717,0,5,150,2,6
373,Hero Achiever 150cc,42000,1999,0,3,150,2,5
374,TVS Apache 150cc,9350,39822,1,13,150,2,0
375,Kawasaki ER-6n 650cc,330000,7500,0,5,650,3,11
376,Hero HF Deluxe,36500,23000,0,7,100,56,5
377,Hero Splendor Plus,38000,17376,1,5,100,10,5
378,Royal Enfield Standard,75000,33000,0,8,350,5,1
379,BMW G 310,255000,2200,0,3,310,74,16
380,Honda CB Hornet,42000,19000,0,5,160,1,4
381,Benelli TNT 300,230000,9500,0,4,300,30,8
382,TVS Apache RTR,31500,20000,0,8,160,1,0
383,Bajaj Pulsar AS150,35000,18000,0,6,150,1,6
384,Honda CBR 250R,62800,38400,1,7,250,3,4
385,Royal Enfield Thunderbird,46000,35000,0,16,350,30,1
386,Royal Enfield Classic,109900,8600,0,5,350,1,1
387,TVS Apache 150cc,9350,39822,1,13,150,2,0
388,Bajaj V15 150cc,35000,18000,0,5,150,1,6
389,Bajaj Pulsar NS160,65000,18000,0,3,160,1,6
390,Jawa Forty Two,175000,1800,0,2,295,2,15
391,Royal Enfield Classic,126000,23000,0,4,350,2,1
392,Honda CB Shine,25000,29000,0,9,125,7,4
393,Honda CB Unicorn,89000,5000,0,2,150,3,4
394,Royal Enfield Classic,160000,7500,0,2,350,3,1
395,Bajaj Pulsar RS200,130000,15000,0,2,200,3,6
396,Honda CB Shine,33500,26000,1,12,125,10,4
397,Yamaha YZF-R15 V3,128000,8000,0,3,150,2,3
398,Royal Enfield Classic,143000,7000,0,3,350,2,1
399,Bajaj Pulsar 135LS,31000,31464,1,9,135,2,6
400,Suzuki Intruder 150cc,72000,7419,0,3,150,1,7
401,TVS Apache RTR,108500,10000,0,2,200,1,0
402,Bajaj Pulsar 220F,74500,10000,0,4,220,1,6
403,Bajaj CT 100,24000,6300,0,4,100,1,6
404,Bajaj Pulsar 220cc,80000,17000,0,3,220,1,6
405,Bajaj Pulsar 220cc,81000,22000,0,3,220,2,6
406,Royal Enfield Classic,115000,15000,1,5,350,1,1
407,Bajaj Pulsar RS200,130000,15000,0,2,200,3,6
408,Honda CB Shine,33500,26000,1,12,125,10,4
409,Yamaha YZF-R15 V3,128000,8000,0,3,150,2,3
410,Royal Enfield Classic,143000,7000,0,3,350,2,1
411,Bajaj Pulsar 135LS,31000,31464,1,9,135,2,6
412,Suzuki Intruder 150cc,72000,7419,0,3,150,1,7
413,TVS Apache RTR,108500,10000,0,2,200,1,0
414,Bajaj Pulsar 220F,74500,10000,0,4,220,1,6
415,Bajaj CT 100,24000,6300,0,4,100,1,6
416,Bajaj Pulsar 220cc,80000,17000,0,3,220,1,6
417,Bajaj Pulsar 220cc,81000,22000,0,3,220,2,6
418,Royal Enfield Classic,115000,15000,1,5,350,1,1
419,Hero Passion Pro,56500,10000,0,2,110,1,5
420,Bajaj Pulsar 220cc,75000,16000,0,4,220,2,6
421,Yamaha YZF-R15 150cc,72000,32542,0,6,150,2,3
422,Suzuki Gixxer 150cc,73000,7461,0,4,150,2,7
423,Bajaj Pulsar NS200,69500,28000,0,6,200,1,6
424,TVS Apache RTR,78500,9800,0,3,160,1,0
425,TVS Apache RTR,87000,7000,0,2,160,1,0
426,TVS Apache RTR,40000,16688,1,6,180,1,0
427,Mahindra Mojo 300cc,145000,16000,0,5,300,61,10
428,Royal Enfield Interceptor,265000,12900,0,2,650,2,1
429,Benelli TNT 300,235000,7000,0,4,300,2,8
430,Harley-Davidson Street 750,400000,3000,0,6,750,11,14
431,Honda CB Twister,30000,11000,0,13,110,10,4
432,KTM RC 200cc,140000,14000,0,5,200,69,9
433,Yamaha FZ25 250cc,98000,17000,0,3,250,2,3
434,Royal Enfield Thunderbird,74500,5432,1,6,350,1,1
435,TVS Apache RTR,75000,3419,0,3,200,2,0
436,Hero Ignitor Disc,27500,25757,0,8,125,78,5
437,TVS Apache 150cc,10200,71474,0,12,150,1,0
438,Bajaj Avenger Street,57000,17000,0,5,150,2,6
439,TVS Apache RTR,21000,34688,0,13,160,1,0
440,Bajaj Pulsar NS160,68500,8100,0,3,160,1,6
441,KTM Duke 250cc,174500,7900,0,3,250,1,9
442,Royal Enfield Classic,108000,20000,0,5,350,1,1
443,Hero Passion Pro,32000,32000,0,5,100,1,5
444,Hero Super Splendor,38000,21000,0,4,125,1,5
445,Bajaj V15 150cc,35000,38717,0,5,150,2,6
446,TVS Apache RTR,75000,3419,0,3,200,2,0
447,Harley-Davidson Street 750,400000,3000,0,6,750,11,14
448,Suzuki Gixxer SF,50000,12000,0,4,150,1,7
449,Royal Enfield Continental,118000,12000,0,7,535,2,1
450,Hero Ignitor Disc,27500,25757,0,8,125,78,5
451,Hero Glamour Disc,33000,17525,0,5,125,1,5
452,KTM RC 200cc,150000,9000,0,4,200,79,9
453,Bajaj Pulsar 220cc,70000,5000,0,4,220,28,6
454,Royal Enfield Bullet,105000,13200,0,6,350,2,1
455,Bajaj Dominar 400,135000,5000,0,4,400,30,6
456,Bajaj Dominar 400,140000,7500,0,4,400,30,6
457,Hero Passion Xpro,26000,28000,0,8,110,80,5
458,KTM RC 390cc,230000,1100,0,4,390,1,9
459,Honda CB Shine,53000,25000,0,5,125,56,4
460,Bajaj Avenger Street,76000,7500,0,4,150,7,6
461,Bajaj Dominar 400,135000,7000,0,4,400,1,6
462,Bajaj V12 125cc,45000,10200,0,4,125,9,6
